0,theta,r
SYNC,5.59721,39.9389
SYNM,2.83318,43.4714
SYS1,0.499761,42.4071
SYT1,0.603017,40.0545
SYT2,0.598476,41.4518
SYT3,6.23599,42.7506
SYT4,0.886904,44.6002
SYT5,6.2409,44.1562
SYT6,5.23466,41.0556
SYT7,4.64319,48.7628
SYT9,0.372339,44.2735
SZT2,4.77288,43.0959
TAB1,3.16884,38.5024
TAB2,2.12404,39.7293
TAB3,5.80046,41.7746
TAC1,1.93962,43.6963
TAC3,1.07369,42.8737
TAC4,0.117616,49.0012
TAF1,3.61546,39.2609
TAF2,3.61399,43.0673
TAF3,3.61554,42.9145
TAF4,3.6222,40.8973
TAF5,3.61508,41.1687
TAF6,3.59943,41.0041
TAF7,3.61844,41.6016
TAF8,3.6297,41.8867
TAF9,3.63509,40.5051
TAL1,4.16878,41.8454
TAL2,4.73704,46.6047
TANK,1.69409,41.3816
TAP1,0.991886,39.8432
TAP2,0.0975712,41.762
TARS,3.24744,39.6768
TBCA,2.04973,41.9773
TBCB,2.33891,40.5102
TBCC,1.06571,48.0617
TBCD,2.00084,40.3358
TBCE,2.30818,42.5547
TBCK,3.46421,42.5189
TBK1,1.56389,37.3305
TBL2,1.83561,41.2822
TBL3,3.73989,40.3385
TBR1,6.00049,45.2655
TBX1,3.80079,48.4162
TBX2,4.91204,42.904
TBX3,4.83857,41.9465
TBX5,4.36706,45.539
TBX6,4.82004,40.7794
TC2N,4.76933,47.0458
TCAP,4.78928,41.3739
TCF3,4.17937,38.9921
TCF4,4.73633,36.4695
TCF7,3.98466,45.0705
TCHH,2.04282,45.054
TCHP,5.12353,39.8538
TCL6,5.76015,48.0276
TCN1,3.7521,49.2101
TCN2,5.78707,47.9866
TCP1,2.85069,38.2501
TCTA,0.41089,45.5183
TDO2,5.59477,42.1884
TDP1,3.18407,43.0848
TDP2,1.75901,41.8211
TECR,1.35172,39.2664
TEFM,4.30286,44.3884
TEN1,3.1417,44.3514
TEP1,1.59585,44.2892
TEPP,5.95599,48.9808
TERT,3.14134,41.115
TESC,0.151357,43.6255
TET1,4.39072,48.2413
TET2,2.29496,46.4736
TET3,5.89001,45.2521
TEX2,0.907554,45.8352
TEX9,4.60009,43.1911
TFAM,0.751412,41.603
TFE3,2.52555,40.0659
TFEB,1.44905,41.3987
TFEC,0.655954,43.9142
TFF1,0.368526,42.9049
TFF2,0.4023,48.1884
TFF3,1.29214,45.7811
TFPI,3.80537,42.4006
TFPT,5.08405,40.973
TFR2,6.2251,43.2601
TFRC,0.885855,39.3223
TGDS,2.10959,44.8765
TGFA,6.27747,41.8622
TGM1,5.46809,39.65
TGM2,2.28975,39.549
TGM3,2.6946,42.9714
TGM4,1.57359,47.3636
TGM5,6.00445,41.927
TGM7,4.98584,42.1448
TGS1,3.17909,39.9146
THBD,0.563755,41.4501
THEG,4.6504,46.1184
THPO,1.59829,48.7619
THRA,4.08427,40.6461
THRB,4.0213,41.1475
THY1,1.83951,41.6027
TIA1,2.19814,41.5928
TIE1,5.30823,43.4601
TIFA,4.56865,41.2572
TJP1,0.814794,39.1234
TJP2,2.56726,40.2327
TJP3,0.812814,44.2058
TKFC,2.35671,41.5062
TLE1,4.31232,38.6007
TLE2,4.28559,43.5073
TLE3,4.28613,39.6888
TLE4,4.28863,41.5552
TLK1,4.5301,40.8053
TLK2,4.53139,41.2007
TLL1,5.46773,58.7214
TLL2,5.46773,58.7214
TLN1,1.47107,39.5493
TLN2,2.88384,41.5235
TLR1,1.40856,41.8595
TLR2,1.23162,40.135
TLR3,1.03895,41.817
TLR4,1.21599,39.8079
TLR5,0.28239,42.0834
TLR6,1.40969,44.2996
TLR7,1.10451,45.78
TLR8,1.46878,44.393
TLR9,1.46949,41.7808
TLX1,4.91124,43.8839
TLX2,5.198,46.1615
TLX3,4.86229,38.76
TMA7,4.2715,58.0762
TMC1,1.58506,48.4723
TMC4,0.427419,47.2009
TMC6,1.73909,46.2522
TMC7,2.93319,45.5987
TMF1,1.38678,42.81
TMIE,0.566877,41.3933
TMPO,4.46064,39.823
TMX1,0.278453,40.0314
TMX2,0.443077,36.884
TMX3,6.25182,46.5892
TMX4,0.147584,41.6089
TNIK,2.57389,38.6999
TNK1,3.24883,41.8795
TNK2,1.74887,38.9072
TNKS,3.11288,40.0235
TNMD,0.601101,42.8574
TNP1,4.52397,45.4457
TNP2,5.41784,43.578
TNS1,1.52003,45.4505
TNS2,5.36267,38.4384
TNS3,1.52181,43.9705
TNS4,5.70358,42.4584
TNXB,4.83875,45.5779
TOB1,3.10086,41.762
TOB2,3.18428,43.7225
TOE1,3.83355,40.9262
TOM1,2.95767,41.9571
TOP1,3.83929,39.6224
TOX2,4.90628,41.4864
TOX3,4.7736,43.0689
TOX4,3.94278,40.1744
TP53,3.58999,34.2168
TP63,1.75144,39.9994
TP73,3.62003,39.1676
TPBG,3.83963,41.6835
TPH1,1.80721,42.9833
TPH2,1.80915,45.8359
TPI1,2.16096,39.3419
TPK1,1.29759,44.3567
TPM1,2.47031,36.8241
TPM2,2.46774,38.1159
TPM3,2.60366,38.2885
TPM4,2.48053,38.5397
TPP1,2.09577,42.5102
TPP2,3.81198,41.5236
TPPP,1.75581,43.0999
TPRN,2.48186,41.0733
TPT1,2.10122,41.305
TPTE,1.31124,39.5743
TPX2,3.17331,39.1495
TRAC,6.05741,42.3632
TRDN,0.372154,40.3059
TREH,0.0365473,58.4265
TRHR,0.435461,42.0675
TRIL,1.03895,58.3872
TRIO,2.27048,42.0926
TRIR,3.90745,46.4002
TRMO,2.63977,44.6687
TRMU,2.02709,44.5802
TSC1,4.92695,37.973
TSC2,3.06086,38.8597
TSFM,1.91307,41.1944
TSHB,5.95666,42.0127
TSHR,6.07424,40.6327
TSKS,3.7966,41.4157
TSKU,1.00806,46.1387
TSLP,1.56621,45.244
TSPO,0.484954,41.4352
TSR1,3.30689,38.2389
TSR2,4.99275,41.645
TSR3,4.08324,41.8308
TTC1,2.64401,38.9543
TTC3,3.22268,41.8834
TTC4,2.88957,40.6193
TTC5,5.96362,40.548
TTC8,2.88133,44.263
TTF1,3.77317,41.9152
TTF2,1.11906,41.2664
TTI1,1.05004,40.9526
TTI2,0.889626,43.4156
TTPA,0.747711,39.7451
TUBB,1.71517,37.5633
TUFM,1.6125,37.6439
TUT1,3.89377,42.6515
TUT4,4.56814,46.8709
TUT7,3.79052,45.1214
TWF1,2.4749,40.2373
TWF2,2.95444,39.6348
TWNK,2.42066,41.389
TXN2,5.82037,37.9621
TYK2,1.62371,38.2961
TYMP,4.41345,42.0843
TYMS,2.82385,39.9961
TYW1,0.22614,40.8991
TYW3,5.66266,40.0687
TYW5,0.653159,43.1563
UACA,5.69383,40.4366
UAP1,2.55906,42.2323
UBA1,2.81712,38.8598
UBA2,2.87546,39.3153
UBA3,2.3236,40.863
UBA5,2.32259,40.2049
UBA6,2.65207,39.478
UBA7,2.22747,58.1514
UBL3,5.6053,44.5498
UBL5,4.9728,39.9473
UBL7,2.87947,40.2714
UBN1,5.57602,43.4679
UBN2,4.09369,43.8457
UBP1,4.22665,42.7492
UBR1,5.95611,38.8095
UBR2,5.92232,39.7449
UBR3,1.14003,40.9183
UBR4,5.67327,38.716
UBR5,2.72793,39.0211
UBR7,2.94426,41.0066
UBTF,3.70208,39.8112
UCK1,2.9378,45.0408
UCK2,2.10432,43.9262
UCN2,0.337039,46.7322
UCN3,0.388704,57.9458
UCP1,1.20951,45.7006
UCP2,1.8097,42.3956
UCP3,2.57695,48.4026
UFC1,2.31627,39.9533
UFD1,2.29753,39.8552
UFL1,1.87855,39.0143
UFM1,2.1813,38.9937
UGCG,0.336246,42.4904
UGDH,2.00132,41.0705
UGP2,4.17072,40.2323
UGT8,0.0374418,41.8388
ULK1,4.44974,40.693
ULK2,2.68824,42.3846
ULK3,2.01671,44.5684
ULK4,2.28074,46.2672
UMOD,1.3877,46.0745
UMPS,2.29181,41.391
UNKL,4.95587,41.4522
UPF1,3.78553,39.2784
UPF2,3.93976,42.1155
UPK2,0.513888,41.3681
UPP1,2.04023,43.0891
UPP2,4.64874,45.4769
UPRT,3.40684,42.4796
URB1,3.75691,41.1812
URB2,3.75618,42.251
URI1,3.56795,41.0581
URM1,3.08885,42.5887
UROD,2.12266,42.2644
UROS,2.08469,43.5833
USB1,3.89595,41.6628
USE1,0.650388,40.6207
USF1,4.39251,40.4767
USF2,3.23324,41.2993
USO1,2.34251,37.3864
USP1,2.82082,41.2445
USP2,5.13636,38.0876
USP3,1.78456,42.6131
USP4,2.56113,40.2536
USP5,3.13356,40.0067
USP6,4.96592,43.1792
USP7,4.10733,37.4671
USP8,1.84104,40.9459
UTF1,3.80561,46.2838
UTP3,3.73146,41.4819
UTP4,3.79331,41.491
UTP6,5.77985,41.7354
UTRN,4.50432,40.7437
UXS1,1.0116,40.3373
VAPA,1.22178,35.9793
VAPB,1.08,37.251
VARS,2.68897,40.3866
VASN,5.81612,37.4412
VASP,2.56466,38.7854
VAT1,1.41753,42.8603
VAV1,1.54259,38.8736
VAV2,1.53536,41.0051
VAV3,1.54579,42.078
VAX1,4.531,42.7146
VAX2,4.88374,44.7271
VBP1,4.64586,38.8651
VCAN,0.765985,42.0071
VCX2,4.67226,43.7704
VEZT,0.417056,41.1059
VHLL,4.8667,45.1812
VIL1,1.61937,44.127
VILL,1.28702,45.5428
VMAC,4.92812,42.3041
VMP1,0.818828,42.4695
VNN2,0.163322,40.2247
VPS8,1.1208,42.3727
VRK1,3.58764,40.0147
VRK2,0.767439,40.5228
VRK3,2.58491,40.9903
VRTN,4.361,43.4986
VSIR,0.550205,41.7027
VSX1,4.10206,43.4937
VSX2,4.11592,43.014
VTA1,1.91198,40.6076
VWA1,6.26856,42.0461
VWA2,5.59185,43.0901
VWA8,2.73045,42.5415
VWC2,5.41365,39.9602
VWCE,5.51495,39.1976
VWDE,6.11566,44.1208
WAPL,1.04207,40.9851
WARS,2.54431,39.8162
WASL,2.51705,39.5739
WBP1,6.26577,40.0089
WBP2,4.16603,42.539
WBP4,4.25475,43.6953
WDCP,3.16793,40.521
WDR1,2.41904,39.1292
WDR3,3.71231,42.1906
WDR4,2.65098,40.1166
WDR5,4.1172,38.1799
WDR6,2.94371,42.0149
WDR7,4.17114,45.4042
WEE1,3.19181,38.1574
WFS1,0.275531,42.7054
WHRN,5.90536,42.105
WIF1,6.16097,43.9554
WNK1,1.69846,39.6811
WNK2,4.78121,44.7566
WNK3,4.825,44.3673
WNK4,1.13965,42.477
WNT1,0.058812,41.2244
WNT2,6.15914,44.1347
WNT3,0.0517648,44.6772
WNT4,6.1861,40.8302
WNT6,0.0341903,44.4217
WSB1,1.36487,44.1039
WSB2,4.12694,42.1729
WTAP,4.79192,41.8087
WTIP,5.82497,46.8488
WWC1,4.34706,41.6457
WWC2,1.38815,45.6961
WWC3,1.94947,44.511
WWOX,4.89018,38.073
WWP1,1.49481,39.8202
WWP2,5.92411,38.6265
XAB2,3.89973,40.3107
XAF1,3.17066,42.368
XBP1,1.76354,43.0173
XCL1,6.10761,43.8296
XCL2,5.46938,44.9905
XCR1,5.47655,46.0393
XIAP,2.34102,37.9255
XKR3,0.555961,46.8879
XKR8,0.310656,58.7065
XKRX,0.0186919,43.5205
XPO1,3.11829,37.3077
XPO4,1.05505,40.6198
XPO5,2.1198,39.6047
XPO6,1.02674,40.948
XPO7,0.846728,38.4593
XPOT,2.92038,41.2893
XPR1,0.996834,40.1935
XRN1,3.71304,42.0938
XRN2,3.43174,41.7839
XYLB,2.26006,45.4734
YAF2,4.10709,39.3041
YAP1,3.20528,38.1574
YARS,2.41059,40.4532
YBEY,1.92395,39.3064
YBX1,3.63006,38.3729
YBX2,3.74211,43.5793
YBX3,3.23794,40.0132
YDJC,6.2401,45.3862
YES1,1.52641,36.874
YJU2,4.41426,40.057
YKT6,2.18019,40.6102
YOD1,4.76966,41.5786
YRDC,2.04272,44.2767
ZACN,0.108244,38.994
ZAR1,4.77479,57.9954
ZBBX,6.10904,41.2176
ZBP1,2.05148,42.2896
ZEB1,3.99368,42.7628
ZEB2,3.98729,43.0127
ZER1,5.99809,40.8975
ZFP1,5.31909,41.257
ZFP2,5.29186,43.7195
ZFP3,5.56228,47.6664
ZFR2,3.08991,48.4515
ZG16,0.92255,43.0672
ZHX1,3.04096,39.384
ZHX2,2.82052,44.5563
ZHX3,3.04373,45.5266
ZIC1,4.92302,38.0841
ZIC2,3.19067,44.8139
ZIC3,3.06891,49.0148
ZIC4,3.97436,44.3345
ZIK1,3.95673,48.6144
ZIM2,5.33323,40.5648
ZIM3,4.94639,47.0765
ZNF2,3.74355,39.3512
ZNF3,5.56059,41.9384
ZNF7,3.75079,44.2536
ZNF8,4.61798,45.3578
ZPR1,2.69282,39.1622
ZUP1,1.43427,44.8636
ZW10,1.14414,39.6655
ZXDB,5.15976,46.3969
ZXDC,4.70608,43.4216
ZZZ3,4.17615,41.8369
1-Mar,0.223815,45.0882
2-Mar,2.66604,58.0879
2-Sep,6.28004,44.7852
3-Sep,2.75798,45.6094
4-Sep,4.09435,46.0647
5-Mar,0.995933,58.0267
5-Sep,2.77761,48.4403
6-Mar,0.115673,45.9172
6-Sep,2.76711,48.5309
7-Mar,2.86211,58.0845
7-Sep,4.09507,45.9617
8-Sep,2.76183,47.4588
9-Mar,5.93176,46.5608
9-Sep,2.75751,48.3952
A2ML1,6.02626,41.5828
A4GNT,0.129444,41.8038
AADAC,5.92991,47.976
AADAT,0.0277912,57.9373
AAED1,5.04129,59.0652
AAGAB,0.696058,41.5922
AAMDC,5.0641,45.6908
AANAT,1.73353,43.4524
AARS2,1.39387,41.7835
AASDH,1.85351,45.1978
ABCA1,1.74401,40.7245
ABCA2,0.0083124,41.7305
ABCA3,0.176437,41.1479
ABCA7,0.067241,43.6834
ABCB1,1.71827,42.8469
ABCB5,0.723347,58.1529
ABCB6,0.295955,42.2457
ABCB7,1.231,41.935
ABCB8,0.141876,41.1635
ABCB9,0.278701,43.4768
ABCC1,1.31726,39.8755
ABCC2,1.42096,40.0906
ABCC3,1.35504,42.9807
ABCC4,0.26071,42.7725
ABCC5,0.451823,45.9747
ABCC8,0.0725514,44.5969
ABCC9,0.381147,45.49
ABCD1,1.09556,41.2899
ABCD2,1.0923,45.6185
ABCD3,1.0982,39.8185
ABCD4,0.268971,42.6216
ABCE1,2.12793,41.8145
ABCF1,3.25503,40.2382
ABCF2,3.31911,42.2274
ABCF3,3.78542,41.6518
ABCG1,0.798939,44.774
ABCG2,2.45232,42.6076
ABCG4,0.796643,44.8645
ABCG5,0.776645,57.9616
ABCG8,0.776645,43.9513
ABHD1,0.591454,48.4641
ABHD3,0.189972,44.3246
ABHD4,0.377649,42.3507
ABHD5,0.711632,40.735
ABHD6,0.634916,43.5979
ABHD8,4.92737,46.4713
ABTB1,2.65965,44.274
ABTB2,1.68722,46.4403
ACAA1,1.79013,40.9978
ACAA2,2.22972,40.1221
ACACA,2.94304,40.9991
ACACB,4.35417,44.1103
ACAD8,5.54312,42.156
ACAD9,1.25832,39.4204
ACADL,6.08008,44.6616
ACADM,1.35755,40.3022
ACADS,2.20823,43.2555
ACAP1,1.79973,42.9202
ACAP2,3.17182,45.5172
ACAP3,3.16917,46.3486
ACAT1,1.42902,39.5935
ACAT2,2.69033,40.1408
ACBD3,2.93818,41.709
ACBD4,4.79002,44.1726
ACBD5,0.737712,41.5154
ACBD6,1.98266,45.8844
ACBD7,1.40583,42.7022
ACER1,1.39134,47.8897
ACER2,1.38892,57.9725
ACIN1,3.90116,38.7082
ACKR1,0.733225,44.3681
ACKR2,0.783029,42.6558
ACKR3,1.27948,43.0619
ACKR4,0.783594,43.356
ACMSD,5.00371,45.6214
ACOT1,1.95448,44.5415
ACOT2,1.95007,43.7451
ACOT6,1.30314,46.5326
ACOT7,2.15656,40.8298
ACOT8,4.57583,43.626
ACOT9,6.19836,41.6886
ACOX1,1.94465,40.8747
ACOX2,2.85903,46.4695
ACOX3,1.10866,43.9041
ACRBP,1.10253,58.1327
ACSF2,0.714971,41.0934
ACSF3,1.93213,42.4301
ACSL3,1.85123,42.5801
ACSL4,0.881435,41.8001
ACSL5,0.629044,42.6253
ACSL6,4.58271,46.2112
ACSM1,5.52982,43.2638
ACSM5,2.00922,42.7096
ACSS1,1.94013,44.5018
ACSS2,2.51529,45.2308
ACTA1,2.40236,38.7972
ACTA2,2.59221,38.1253
ACTC1,2.4856,40.5819
ACTG1,2.47611,39.0031
ACTG2,2.47397,44.085
ACTL8,3.08382,41.7735
ACTL9,4.60424,58.4758
ACTN1,2.47229,38.8968
ACTN2,5.79819,38.8527
ACTN3,5.14862,39.3587
ACTN4,2.46314,39.0672
ACTR2,2.48696,37.8713
ACTR3,2.48567,39.1992
ACTR5,4.06579,40.8714
ACTR6,4.27164,41.0573
ACTR8,4.24616,42.767
ACVR1,0.979698,37.9457
ACYP2,4.26427,46.9708
ADAM2,0.00314376,43.4175
ADAM8,3.81198,58.2269
ADAM9,6.10144,41.5006
ADAP1,1.70345,42.7695
ADAP2,5.86679,44.7234
ADAT2,4.78736,45.6611
ADAT3,4.78798,45.1033
ADCK1,0.894247,41.6478
ADCK2,0.284768,44.0116
ADCK5,5.41727,47.8143
ADCY1,1.19832,44.1916
ADCY2,1.2002,45.4624
ADCY3,0.255057,42.1415
ADCY4,4.97543,45.372
ADCY5,1.20062,43.0312
ADCY6,0.140623,41.9648
ADCY7,1.72072,47.5013
ADCY9,0.269794,42.6896
ADH1A,3.33572,58.658
ADH1B,6.2078,57.564
ADH1C,6.2078,47.7215
ADIRF,3.07448,46.1154
ADNP2,4.46242,44.261
ADPGK,0.0614832,41.0857
ADPRH,3.85127,44.7049
ADRB1,5.99213,43.1722
ADRB2,1.58568,40.594
ADRB3,1.59349,46.7191
ADRM1,2.90797,40.6095
ADTRP,0.41217,45.399
AEBP1,4.17937,57.9658
AEBP2,4.35164,42.3472
AFAP1,2.46967,41.0725
AFG1L,4.83682,47.9063
AFMID,4.65483,44.3445
AFTPH,1.84666,44.2201
AGAP1,0.983556,42.3457
AGAP2,1.54395,45.029
AGAP3,4.43962,44.246
AGBL2,5.2739,46.2098
AGBL5,0.836093,44.5671
AGFG1,2.53785,41.1497
AGFG2,5.62737,45.1895
AGGF1,3.70108,41.7797
AGMAT,3.88143,42.717
AGTR1,1.67296,40.7036
AGTR2,6.08748,43.7053
AHDC1,4.26371,43.8642
AHNAK,2.67882,39.0244
AHSA1,2.26346,40.0519
AICDA,4.00424,44.9722
AIF1L,2.6611,46.378
AIFM1,1.46133,39.1345
AIFM2,4.98139,45.6143
AIFM3,2.01846,44.1795
AIMP1,2.61557,39.6601
AIMP2,4.68805,38.501
AIPL1,4.81966,45.1928
AJAP1,1.61681,49.6409
AJUBA,4.65778,41.2029
AKAP1,5.65474,40.9536
AKAP2,2.4626,41.4696
AKAP3,5.6899,44.4486
AKAP4,5.67725,45.6646
AKAP5,5.69032,40.3979
AKAP6,1.60731,46.3468
AKAP7,5.70507,41.7442
AKAP8,3.95992,41.1483
AKAP9,5.75277,38.4386
AKIP1,4.72512,45.0989
AKR7L,5.48829,58.0212
AKTIP,2.72576,41.361
ALAS1,4.67276,39.484
ALAS2,1.4125,45.6165
ALCAM,0.206113,43.4987
ALDH2,2.03056,40.7527
ALDOA,2.2215,39.459
ALDOB,2.89243,43.9317
ALDOC,2.18665,39.943
ALG10,0.138956,40.8187
ALG11,0.195343,43.5896
ALG12,0.0909266,44.0942
ALG13,6.00904,42.5449
ALG14,0.0535769,45.9132
ALMS1,2.16528,41.5343
ALOX5,5.65314,38.9879
ALPK1,5.28821,47.1779
AMACR,4.37792,45.0118
AMELY,0.530209,48.7732
AMER1,5.6241,41.3323
AMER2,3.51465,58.4167
AMHR2,0.979469,44.3126
AMPD1,3.87162,46.2978
AMPD2,3.87159,41.9538
AMPD3,0.311582,46.4153
AMY1A,1.81047,45.8074
AMY1C,1.80968,41.1491
AMY2A,2.30555,47.0943
ANKK1,4.27512,44.9223
ANKS3,5.49836,45.7067
ANKS6,0.578298,42.5533
ANO10,0.280374,48.088
ANOS1,0.179979,44.5971
ANPEP,4.52862,47.024
ANXA1,1.70968,39.4753
ANXA2,2.43492,38.9496
ANXA3,1.89688,42.802
ANXA4,1.95094,42.968
ANXA5,2.11664,41.5017
ANXA6,2.23175,41.8971
ANXA7,2.36683,37.7563
ANXA8,2.13057,44.9265
ANXA9,2.00143,46.1365
AP1AR,1.84951,45.7102
AP1B1,5.86632,38.661
AP1G1,1.84553,40.9481
AP1G2,6.25173,41.76
AP1M1,5.20013,38.1473
AP1M2,1.84636,42.327
AP1S1,1.84582,42.3858
AP1S2,1.84863,40.5878
AP1S3,0.703183,45.6843
AP2A1,2.44906,39.2378
AP2A2,2.43916,40.7779
AP2B1,2.44385,38.7155
AP2M1,2.50483,37.2943
AP2S1,2.44942,40.3841
AP3B1,1.40917,39.9538
AP3B2,0.794945,44.356
AP3D1,0.941026,41.6914
AP3M1,0.795899,39.4528
AP3M2,0.935721,43.1611
AP3S1,0.938556,39.8669
AP3S2,0.944434,43.8027
AP4B1,4.44674,44.0445
AP4E1,4.4472,43.1683
AP4M1,4.3628,40.8978
AP4S1,4.45317,42.7088
AP5B1,5.97046,44.3121
AP5M1,4.54401,44.6749
AP5Z1,6.19432,45.6269
APAF1,2.83678,40.8103
APBA1,1.41652,42.8467
APBA2,6.27503,41.1918
APBA3,1.81598,40.5533
APBB1,1.70976,40.9231
APBB2,1.23922,40.8387
APBB3,3.50752,41.9877
APEX1,3.07032,39.1993
APEX2,5.73422,41.7048
APH1A,0.472361,41.6585
APH1B,0.626784,43.3793
APLNR,0.901797,38.0732
APLP1,2.10595,40.6709
APLP2,1.73917,41.7896
APMAP,1.38344,43.6223
APOA1,1.10504,40.2574
APOA2,0.389756,41.1355
APOA4,0.749789,43.8743
APOA5,0.789208,42.4992
APOC1,0.318651,40.9087
APOC2,6.25747,45.6
APOC3,0.516262,47.0303
APOC4,0.7087,41.5034
APOL1,1.10628,46.3093
APOL2,0.622841,39.3929
APOL3,0.423331,41.3043
APOL4,4.75972,46.9195
APOL6,4.4432,43.9554
APOOL,0.882899,44.2786
APPL1,3.04033,40.3702
APPL2,4.60895,42.7308
AQP10,0.513291,42.6376
ARAP1,1.75379,42.0957
ARAP2,2.36568,48.3321
ARAP3,2.45767,49.9084
ARCN1,1.98518,41.6916
AREL1,0.287459,45.2681
ARID2,4.21786,42.0501
ARIH1,3.5426,38.8535
ARIH2,2.96538,39.8564
ARL10,0.170576,41.4556
ARL11,2.72993,45.0572
ARL14,1.06993,46.8308
ARL15,6.21063,40.9952
ARL16,4.73617,44.0782
ARL4A,5.03596,43.9335
ARL4C,1.78733,41.9311
ARL4D,2.13636,42.0308
ARL5A,2.15446,47.406
ARL5B,0.7076,41.9439
ARL8A,0.852644,42.5572
ARL8B,0.263661,40.8269
ARMC1,2.1444,40.3729
ARMC4,4.44662,59.2807
ARMC5,4.94192,43.2916
ARMC6,1.76045,39.1729
ARMC7,4.97728,39.2438
ARMC8,5.98526,39.523
ARMC9,2.57978,43.8563
ARMH1,2.29669,48.1551
ARMH3,2.37937,58.0588
ARMH4,0.831892,44.6105
ARMT1,1.90638,41.2524
ARNT2,4.73755,42.0656
ARNTL,4.37405,41.1712
ARPC2,2.49368,39.5363
ARPC3,2.49456,38.894
ARPC4,2.49219,39.7561
ARPC5,2.49168,40.1029
ARPIN,4.24797,43.6574
ARRB1,1.4602,38.5021
ARRB2,1.6931,37.8582
ARVCF,1.14314,41.8534
ASAH1,6.03306,40.821
ASAP1,1.51125,42.0932
ASAP2,1.64524,41.1334
ASAP3,1.69321,39.3854
ASB10,5.83996,44.6806
ASB12,4.86236,44.7602
ASB13,4.80732,42.3265
ASB14,1.06717,48.9156
ASB15,5.00697,43.2343
ASB16,4.39218,47.0036
ASCC1,2.80462,40.1852
ASCC2,3.0891,39.909
ASCC3,3.34,42.3432
ASCL1,0.945551,43.2962
ASCL3,4.73474,44.3706
ASCL4,4.74887,44.7416
ASF1A,5.58119,39.3491
ASF1B,5.54592,39.3186
ASGR1,0.530329,40.9723
ASGR2,0.366706,38.498
ASH1L,4.28102,43.5773
ASH2L,3.80043,42.0146
ASIC1,0.302451,42.4178
ASIC2,5.99177,45.9005
ASIC3,5.99006,43.9122
ASIC4,0.127765,40.225
ASMTL,4.32992,42.7528
ASNA1,1.03362,39.41
ASPDH,2.8746,44.6242
ASTE1,3.17822,42.4783
ASTN2,2.73175,46.7565
ASXL1,4.11203,45.0195
ASXL2,4.38974,43.3016
ATAD1,1.10048,43.3029
ATAD2,3.71902,44.4711
ATAD5,3.2291,43.7754
ATAT1,3.15315,48.5165
ATCAY,1.57355,46.5344
ATF6B,0.0239842,40.8613
ATG10,2.68655,45.3354
ATG12,3.26027,39.6163
ATG13,4.44292,43.9729
ATG14,4.72588,42.6078
ATG2A,5.92814,44.0434
ATG2B,5.95289,41.7679
ATG4A,1.75329,42.6386
ATG4B,2.10043,43.5159
ATG4C,1.1222,45.3071
ATG4D,1.99086,44.3755
ATG9A,5.93292,38.2629
ATG9B,2.0644,44.91
ATMIN,3.79494,45.4171
ATOH1,4.16038,43.1975
ATOH7,4.73761,48.8147
ATOX1,2.25542,42.7321
ATP23,4.93407,40.6229
ATP4A,1.18418,43.2449
ATP4B,5.55887,45.6025
ATP5S,4.29375,42.3602
ATP7A,1.16083,39.5708
ATP7B,0.173215,42.5054
ATP9A,0.10317,40.7646
ATRIP,5.05014,40.7871
ATXN1,4.79086,38.2979
ATXN2,4.2688,40.2321
ATXN3,1.45085,40.1053
ATXN7,5.5569,42.0465
AUNIP,4.97776,45.2934
AURKA,4.32092,36.7959
AURKB,3.97793,36.7973
AURKC,4.48447,41.1125
AUTS2,4.12185,44.3844
AVPI1,5.36545,41.069
AVPR2,1.6944,43.7267
AXIN1,5.82279,37.798
AXIN2,5.20743,40.2338
AZGP1,6.14203,43.673
AZIN1,2.04407,43.4127
AZIN2,2.94866,43.4392
BAALC,4.43753,46.2552
BACE1,6.07251,41.9853
BACE2,0.0553624,42.2546
BACH1,3.2555,39.9849
BACH2,5.31618,40.4055
BAHD1,5.45228,40.2194
BAMBI,6.21106,43.2058
BANF1,4.68027,41.9128
BANF2,4.671,42.4275
BANK1,2.38212,46.9581
BARD1,4.23132,40.043
BARX1,1.71013,46.5813
BARX2,4.65067,46.1308
BASP1,2.45649,40.582
BATF2,4.8707,42.9445
BATF3,4.07302,39.9501
BAZ1A,2.14909,43.0968
BAZ1B,4.18721,41.3208
BAZ2A,4.33182,43.8416
BAZ2B,4.69458,41.4753
BBOF1,2.16693,57.994
BBOX1,2.55057,42.3529
BBS10,1.81881,42.4227
BBS12,2.86313,47.1735
BCAR1,1.51986,39.0395
BCAR3,2.73656,39.9628
BCAS1,4.61545,47.2215
BCAS2,4.98082,37.7991
BCAS3,4.36996,42.769
BCAS4,5.00517,43.0967
BCAT1,2.95723,40.6843
BCAT2,1.97298,43.9116
BCCIP,3.44205,39.6248
BCKDK,1.96809,41.5157
BCL10,1.74484,41.0676
BCL6B,5.4443,41.4796
BCL7A,4.23895,39.8314
BCL7B,4.23203,41.0419
BCL7C,4.23833,39.3538
BCL9L,1.59943,48.6482
BCS1L,0.682187,41.3227
BECN1,1.76461,39.8571
BEND2,4.81815,43.9212
BEND3,4.755,43.2024
BEND5,5.13938,41.9756
BEND7,4.67091,38.8921
BEST1,0.442041,45.7379
BEST2,0.456798,42.6704
BEST3,5.61422,47.7247
BET1L,0.920552,58.0707
BFSP1,5.01841,43.029
BFSP2,4.94736,39.4437
BGLAP,6.20151,44.1858
BHMT2,2.3103,46.2435
BICC1,4.61907,46.4437
BICD1,3.08077,44.6972
BICD2,5.28228,39.8515
