source	target
PSMC1	ATXN7
PSMC1	FKBP8
PSMC1	CCDC85B
PSMC1	MEOX2
PSMC1	ZBTB8A
PSMC1	PSMD7
PSMC1	PSMC2
PSMC1	PSMD14
PSMC1	PSMC5
PSMC1	PSMA1
PSMC1	PSMD1
PSMC1	PSMA7
PSMC1	PSMC3
PSMC1	PSMA3
PSMC1	PSMA6
PSMC1	PSMB3
PSMC1	PSMB2
PSMC1	PSMB5
PSMC1	PSMD11
PSMC1	PSMD12
PSMC1	PSMD4
PSMC1	PSMD8
PSMC1	PSMB6
PSMC1	PSMA8
PSMC1	PSMD3
PSMC1	PSMA4
PSMC1	PSMA5
PSMC1	PSMB1
PSMC1	PSMB7
PSMC1	PSMB8
PSMC1	PSME2
PSMC1	MRPS16
PSMC1	SF3A1
PSMC1	UGGT1
PSMC1	SNX12
PSMC1	ZNF561
PSMC1	MIF4GD
PSMC1	NCOA4
PSMC1	NEURL4
PSMC1	CEP83
PSMC1	BAG1
PSMC1	TXNL1
PSMC1	HERC2
PSMC1	PTPN2
PSMC1	CBL
PSMC1	USP14
PSMC1	UBE3A
PSMC1	ADRM1
PSMC1	MIDN
PSMC1	UCHL5
PSMC1	XRN1
PSMC1	ATP6V1D
PSMC1	CEPT1
PSMC1	PSMA2
PSMC1	RAD23B
PSMC1	DPY30
PSMC1	RAD23A
PSMC1	YWHAE
PSMC1	RPN1
PSMC1	UQCRC2
PSMC1	MTCH1
PSMC1	PSMB9
PSMC1	CCAR2
PSMC1	MAP3K5
PSMC1	TOPORS
PSMC1	PAX4
PSMC1	MAGEA2B
PSMC1	MAGEA2
IL31RA	CALHM4
IL31RA	LYG2
IL31RA	CRYBG1
IL31RA	HEPHL1
IL31RA	PLCD1
IL31RA	VSIG8
IL31RA	DSG4
IL31RA	DUSP14
IL31RA	LRRC15
IL31RA	PLBD1
IL31RA	PADI3
IL31RA	S100A3
IL31RA	SELENBP1
IL31RA	NEU2
IL31RA	PKP3
IL31RA	ACPP
IL31RA	CALML3
IL31RA	TRIM29
IL31RA	SERPINB5
IL31RA	GPNMB
IL31RA	LGALS3
IL31RA	ACADVL
IL31RA	PROCR
IL31RA	JAK2
IL31RA	JAK1
P4HA1	EVPL
KIR2DL3	PTPN6
KIR2DL3	PTPN11
KIR2DL3	SEC22B
BMP1	TLL2
BMP1	TLL1
BMP1	CLIP1
BMP1	RMND5B
BMP1	NBN
BMP1	GOLGA4
BMP1	KIF2C
BMP1	GID4
BMP1	MRE11
BMP1	CSTF3
BMP1	MAD1L1
BMP1	WDR26
BMP1	ARMC8
BMP1	RAD50
BMP1	MKLN1
BMP1	NCAPG
BMP1	RMND5A
BMP1	NCAPD2
BMP1	GID8
BMP1	KIF5A
BMP1	MAEA
BMP1	PRKACB
BMP1	RANBP10
BMP1	EEA1
BMP1	RAD21
BMP1	ZMYND19
BMP1	CSTF1
BMP1	KDELC1
BMP1	SMC2
BMP1	SDF2L1
BMP1	RANBP9
BMP1	KDELC2
BMP1	INA
BMP1	HSPA5
BMP1	COL1A1
BMP1	HSPG2
BMP1	CHRD
BMP1	COL5A2
BMP1	COL5A1
BMP1	COL7A1
DEDD2	CDCA7L
DEDD2	CASP10
DEDD2	CASP8
ATP5MC3	COL20A1
ATP5MC3	ATP5F1B
ATP5MC3	GHDC
ATP5MC3	ATP5F1D
ATP5MC3	GOLGA4
ATP5MC3	TMEM31
HIST1H2BA	ZNHIT1
HIST1H2BA	YEATS4
HIST1H2BA	XRCC1
HIST1H2BA	XPC
HIST1H2BA	VPS72
HIST1H2BA	UBE2O
HIST1H2BA	TRRAP
HIST1H2BA	TRIM41
HIST1H2BA	TONSL
HIST1H2BA	TEX10
HIST1H2BA	TCF20
HIST1H2BA	SUPT16H
HIST1H2BA	SSRP1
HIST1H2BA	SRCAP
HIST1H2BA	SENP3
HIST1H2BA	RUVBL2
HIST1H2BA	RUVBL1
HIST1H2BA	PPM1G
HIST1H2BA	PHF14
HIST1H2BA	PELP1
HIST1H2BA	PARP2
HIST1H2BA	PARP1
HIST1H2BA	NAP1L1
HIST1H2BA	MORF4L2
HIST1H2BA	MORF4L1
HIST1H2BA	MMS22L
HIST1H2BA	MIER3
HIST1H2BA	MIER1
HIST1H2BA	MEAF6
HIST1H2BA	MCM7
HIST1H2BA	MCM6
HIST1H2BA	MCM4
HIST1H2BA	MCM2
HIST1H2BA	MBTD1
HIST1H2BA	LIG3
HIST1H2BA	KBTBD7
HIST1H2BA	KAT5
HIST1H2BA	IPO9
HIST1H2BA	ING3
HIST1H2BA	HMG20A
HIST1H2BA	HLTF
HIST1H2BA	HIST2H2AB
HIST1H2BA	HIST1H2BL
HIST1H2BA	HIST1H2BJ
HIST1H2BA	HIST1H2AG
HIST1H2BA	HIST1H1T
HIST1H2BA	HDAC1
HIST1H2BA	H2AFZ
HIST1H2BA	H2AFY2
HIST1H2BA	H2AFY
HIST1H2BA	GON4L
HIST1H2BA	EPC2
HIST1H2BA	EPC1
HIST1H2BA	EP400
HIST1H2BA	EHMT2
HIST1H2BA	EHMT1
HIST1H2BA	DMAP1
HIST1H2BA	CRAMP1
HIST1H2BA	CHD1L
HIST1H2BA	CFDP1
HIST1H2BA	CETN2
HIST1H2BA	CDYL
HIST1H2BA	MRGBP
HIST1H2BA	C16orf87
HIST1H2BA	BRD8
HIST1H2BA	BAHD1
HIST1H2BA	ARID5B
HIST1H2BA	APLF
HIST1H2BA	ANP32E
HIST1H2BA	ACTR6
HIST1H2BA	ACTL6B
HIST1H2BA	ACTL6A
HIST1H2BA	JAZF1
HIST1H2BA	NAP1L4
HIST1H2BA	GINS3
HIST1H2BA	HDAC2
CORO7	DAG1
A1CF	CAVIN2
A1CF	REL
A1CF	TRAF1
A1CF	FHL3
A1CF	PSMG2
A1CF	PSMG3
A1CF	C9orf24
A1CF	METTL27
A1CF	HSPB2
A1CF	RIMBP3C
A1CF	C19orf54
A1CF	PLEKHG4
A1CF	CYSRT1
A1CF	HSPB2-C11orf52
MMP14	TIMP2
MMP14	ADI1
MMP14	CCDC155
MMP14	ACTB
MMP14	LIMK1
MMP14	C1QBP
MMP14	SDC1
MMP14	MMP13
MMP14	CCL7
MMP14	KISS1
MMP14	TIMP4
MMP14	LUM
MMP14	F11R
MMP14	HSD17B13
MMP14	TMEM31
MMP14	FHL3
PCOLCE2	ZWINT
PCOLCE2	STRN4
PCOLCE2	STRN3
PCOLCE2	STRN
CNPPD1	UBB
CNPPD1	OMA1
CNPPD1	SLC27A2
CNPPD1	CDK5
CNPPD1	PLS1
LRG1	CYCS
LRG1	NME2
LRG1	FN1
POU3F3	PPP1R15A
KRT16	TCHP
KRT16	CARD9
KRT16	CCHCR1
KRT16	KRT6A
KRT16	KRT81
KRT16	GNG10
PYHIN1	VSIG8
PYHIN1	DCAF1
PYHIN1	TRIM26
PYHIN1	SERPINB5
PYHIN1	S100A3
PYHIN1	PLCD1
PYHIN1	PADI3
PYHIN1	NEU2
PYHIN1	MDM2
PYHIN1	LYG2
PYHIN1	LRRC15
PYHIN1	LGALS3
PYHIN1	HEPHL1
PYHIN1	CALHM4
PYHIN1	DSG4
PYHIN1	CALML3
PYHIN1	CRYBG1
PYHIN1	DUSP14
ANKMY2	AARS
ANKMY2	ARIH1
ANKMY2	HSF1
ANKMY2	HNRNPF
ANKMY2	ARFGEF2
ANKMY2	KIF5C
ANKMY2	GUCY1B1
ANKMY2	KANSL3
ANKMY2	ADCY3
ANKMY2	HSP90AB3P
ANKMY2	AGO4
ANKMY2	PTGES3
ANKMY2	ADCY6
ANKMY2	FKBP8
ANKMY2	KLHL26
ANKMY2	GUCY1A1
ANKMY2	HSP90AA1
NUPR1	SEMG2
NUPR1	SEMG1
NUPR1	COPS5
NUPR1	PTMA
NUPR1	MSL1
GBE1	MIF
GBE1	GYS1
GBE1	GYG1
LBHD1	FBXO11
LBHD1	CTU2
LBHD1	AURKA
LBHD1	FNTB
LBHD1	OBSL1
LBHD1	CTU1
LBHD1	STRADA
PACSIN3	ASAP1
PACSIN3	PACSIN1
PACSIN3	SPRY2
PACSIN3	LGALS13
PACSIN3	PYGM
PACSIN3	RPL23A
PACSIN3	NOL3
PACSIN3	PEBP1
PACSIN3	FBL
PACSIN3	GRWD1
PACSIN3	GOT2
PACSIN3	MAPK1
PACSIN3	COBL
PACSIN3	MICALL1
PACSIN3	RAI14
PACSIN3	TRPV4
PACSIN3	KRTAP12-2
IFT20	FBF1
IFT20	KXD1
IFT20	EXOC7
IFT20	CROCCP2
IFT20	DEUP1
IFT20	EMILIN1
IFT20	GOLGA2
IFT20	FSD2
IFT20	NDC80
IFT20	KRT13
IFT20	NUP62
IFT20	USHBP1
IFT20	DTNBP1
IFT20	MED4
IFT20	WASHC3
IFT20	KNSTRN
IFT20	SH3BP5
IFT20	C1orf216
IFT20	FAM81B
IFT20	OXNAD1
IFT20	KDM8
IFT20	MIS18A
IFT20	SYCE2
IFT20	DISC1
IFT20	MED30
IFT20	KAT5
IFT20	CCHCR1
IFT20	PPP1R11
IFT20	AQP1
MS4A2	PTPN11
MS4A2	GRB2
MS4A2	TMEM86A
NR4A3	RECK
NR4A3	PIN1
NR4A3	CDKN2D
NR4A3	NECTIN2
NR4A3	ADAMTSL4
NR4A3	LCE2B
NR4A3	ALPP
NR4A3	VASN
NR4A3	KRTAP4-4
NR4A3	VWC2L
NR4A3	LCE2D
NR4A3	KRTAP9-8
NR4A3	KRTAP10-8
NR4A3	KRTAP5-3
NR4A3	CYSRT1
NR4A3	SMOC1
NR4A3	KPRP
NR4A3	MACO1
NR4A3	KRTAP5-11
NR4A3	KRTAP9-3
NR4A3	KRTAP12-3
NR4A3	KRTAP5-6
NR4A3	KRTAP4-11
NR4A3	KRTAP12-4
NR4A3	KRTAP6-3
NR4A3	TSPAN4
NR4A3	KRTAP10-1
NR4A3	CYP21A2
NR4A3	KRTAP9-2
NR4A3	KRTAP10-5
NR4A3	KRTAP4-2
NR4A3	KRTAP5-9
ZNF214	USP34
ZNF214	ANKS3
ZNF214	TOPORS
ZNF214	SOGA3
ZNF214	CENPB
ZNF214	SMARCAD1
ZNF214	NEK7
ZNF214	TRIM37
ZNF214	LRP4
ZNF214	TRIM39
ZNF214	ZC3H18
ZNF214	CBX6
MATR3	HNRNPK
MATR3	UTP14A
MATR3	IARS2
MATR3	RRP7A
MATR3	PPT2
MATR3	STOML2
MATR3	S100A9
MATR3	SMU1
MATR3	SARS2
MATR3	RRS1
MATR3	NAA15
MATR3	CAVIN3
MATR3	RANBP2
MATR3	MYOF
MATR3	MRPL19
MATR3	SAP18
MATR3	SAFB
MATR3	PRR3
MATR3	APOBEC3B
MATR3	EWSR1
MATR3	EIF3D
MATR3	ZNF668
MATR3	ADAR
MATR3	PUM1
MATR3	STAU2
MATR3	NAP1L4
MATR3	PPHLN1
MATR3	ILF3
MATR3	HNRNPH1
MATR3	DDX17
MATR3	DDX3X
MATR3	DDX3Y
MATR3	HNRNPDL
MATR3	RBFOX2
MATR3	HNRNPR
MATR3	DNAJB6
MATR3	PTBP3
MATR3	HNRNPC
MATR3	SNRPA
MATR3	HNRNPL
MATR3	DDX5
MATR3	HNRNPA2B1
MATR3	HNRNPH3
MATR3	FUS
MATR3	RBMX
MATR3	YLPM1
MATR3	HNRNPA3
MATR3	HNRNPM
MATR3	COPA
MATR3	HNRNPH2
MATR3	NLRP5
MATR3	PPP1CA
MATR3	PPP1CB
MATR3	RBM6
MATR3	RBM3
MATR3	KHDRBS1
MATR3	DHX9
MATR3	ILF2
MATR3	HNRNPA0
MATR3	SRSF9
MATR3	TNK1
MATR3	SAFB2
MATR3	ZNF638
MATR3	NUMA1
MATR3	RCN1
MATR3	HNRNPUL2
MATR3	ESCO2
MATR3	ZNF326
MATR3	ALYREF
MATR3	SUGP2
MATR3	RBM12B
MATR3	RBM15B
MATR3	TAF15
MATR3	RBMXL1
MATR3	FUBP3
MATR3	RBM14
MATR3	PKP4
MATR3	PKP2
MATR3	RBM4B
MATR3	HNRNPUL1
MATR3	DPY30
MATR3	ZNF106
MATR3	NCOA5
MATR3	DDX28
MATR3	POLR3B
MATR3	SLTM
MATR3	FAM120A
MATR3	EIF2AK4
MATR3	FAM208A
MATR3	RALY
MATR3	AKAP8L
MATR3	RTCB
MATR3	PKP3
MATR3	TIMM13
MATR3	SQOR
MATR3	SF3A3
MATR3	CALR
MATR3	SRSF3
MATR3	BTF3
MATR3	SNRPC
MATR3	HNRNPU
MATR3	RPL7
MATR3	SUB1
MATR3	EEF1D
MATR3	SNRNP70
MATR3	PUF60
MATR3	YBX1
MATR3	RUVBL1
MATR3	NONO
MATR3	TRAF1
MATR3	KRT34
MATR3	TSGA10
MATR3	KRT27
MATR3	PCBP3
MATR3	PLEKHG4
TXLNG	WIPF2
TXLNG	USP3
TXLNG	CHAMP1
TXLNG	ZC3H11A
TXLNG	UBA1
TXLNG	CDV3
TXLNG	DDX17
POU2F2	TLE4
POU2F2	MSX2
TMEM8B	EZR
MS4A13	GJA5
OGG1	XRCC1
OGG1	SNRPF
OGG1	CUX1
OGG1	CHGB
OGG1	XPC
FDXACB1	TRAF2
FDXACB1	RBMXL2
FDXACB1	HERC4
FDXACB1	RBMXL1
PPP1R3B	PSMD5
PPP1R3B	ERBIN
PPP1R3B	PHKG2
PPP1R3B	PPP1R3D
PPP1R3B	AGL
PPP1R3B	PHKA2
PPP1R3B	PPP1CA
PPP1R3B	PHKB
PPP1R3B	SDF4
PPP1R3B	YY1
PPP1R3B	PPP1CC
PPP1R3B	GYS2
PPP1R3B	GYS1
PPP1R3B	GYG1
PPP1R3B	NIPSNAP2
PPP1R3B	PPP1CB
IFT22	RBM33
GSG1	TRAF2
GSG1	IL37
GSG1	ASAH1
GSG1	ARFIP2
GSG1	FTHL17
GSG1	SDCBP
GSG1	SYT16
GSG1	PITPNC1
GSG1	MIEF2
ADGRE5	TPST1
ADGRE5	ADGRE2
ADGRE5	NNT
ADGRE5	ADARB1
ADGRE5	ZDHHC21
ADGRE5	TMEM120B
ADGRE5	MTCH2
ADGRE5	GLT8D1
ADGRE5	GPR89A
ADGRE5	TSPAN15
ADGRE5	MFSD8
ADGRE5	MT-ND5
ADGRE5	GPRC5B
ADGRE5	JPH1
ADGRE5	B4GALT7
ADGRE5	PIGG
ADGRE5	NDUFB8
ADGRE5	VDAC3
ADGRE5	SERINC1
ADGRE5	TMEM223
ADGRE5	ALG6
ADGRE5	TMPPE
ADGRE5	SYNGR2
ADGRE5	GNB2
ADGRE5	NRAS
ADGRE5	LEMD2
ADGRE5	FDFT1
ADGRE5	BACE2
ADGRE5	BET1
ADGRE5	YIPF6
ADGRE5	POTEF
ADGRE5	SLC29A1
ADGRE5	NAGPA
ADGRE5	ZDHHC18
ADGRE5	EXTL3
ADGRE5	HMOX1
ADGRE5	YIPF3
BFSP2	ATF4
BFSP2	SYCE1
BFSP2	MBIP
BFSP2	BFSP1
BFSP2	TRIP11
BFSP2	NEK2
BFSP2	CDR2L
BFSP2	CENPE
BFSP2	SUFU
BFSP2	CALCOCO1
BFSP2	MAX
BFSP2	TRIM11
BFSP2	CEP44
BFSP2	SCOC
BFSP2	SPAG5
BFSP2	BANP
BFSP2	INA
BFSP2	KRT27
BFSP2	SNAPC5
BFSP2	ZNF620
BFSP2	DMAP1
BFSP2	RNASE10
BFSP2	CEP63
BFSP2	BEX5
BFSP2	HGS
BFSP2	SAPCD2
BFSP2	KRT14
BFSP2	C3orf62
BFSP2	BLOC1S2
BFSP2	MAGEA6
BFSP2	PBX2
BFSP2	MCCD1
BFSP2	SYCE1L
BFSP2	CCDC183
BFSP2	CCDC153
PPP3CA	MYOZ2
PPP3CA	CRTC2
PPP3CA	RCAN2
PPP3CA	PSMA6
PPP3CA	PPP3R1
PPP3CA	AKAP5
PPP3CA	C16orf74
PPP3CA	RHOC
PPP3CA	SIK3
PPP3CA	NFATC4
PPP3CA	HNRNPH1
PPP3CA	P3H1
PPP3CA	MAT2B
PPP3CA	NASP
PPP3CA	NRDC
PPP3CA	PDIA6
PPP3CA	PFDN5
PPP3CA	PPP2R2A
PPP3CA	TNPO1
PPP3CA	TSN
PPP3CA	VBP1
PPP3CA	XPO5
PPP3CA	ARFIP1
PPP3CA	PRKAR2A
PPP3CA	DNM1
PPP3CA	FLNA
PPP3CA	VASP
PPP3CA	CRYAA
PPP3CA	PPP1R1B
PPP3CA	JUN
PPP3CA	FKBP8
PPP3CA	DNM2
PPP3CA	GSK3B
PPP3CA	CSNK1E
PPP3CA	KSR2
PPP3CA	BAD
PPP3CA	MAPT
PPP3CA	HSPB1
PPP3CA	ELK1
PPP3CA	NFATC2
PPP3CA	NEFH
PPP3CA	GABRA1
PPP3CA	PPP1R1A
PPP3CA	CANX
PPP3CA	SSH1
PPP3CA	DNM1L
PPP3CA	SYNJ1
PPP3CA	NFATC3
PPP3CA	GAD1
PPP3CA	GAD2
PPP3CA	SLC10A1
PPP3CA	ITPKB
PPP3CA	PLAC8
PPP3CA	ARMT1
PPP3CA	FAM167A
PPP3CA	SHANK2
PPP3CA	TRIM72
PPP3CA	PPP3R2
MORC1	RNF40
MORC1	PJA1
MORC1	MORC2
MORC1	HERC1
MORC1	GMEB1
PI4KA	APPBP2
PI4KA	HARS
PI4KA	PI4KAP1
PI4KA	PLBD1
PI4KA	SERPINB7
PI4KA	SERPINB2
PI4KA	KLK7
PI4KA	POF1B
PI4KA	A2ML1
PI4KA	CRYAB
PI4KA	SDR9C7
PI4KA	ECM1
PI4KA	JUP
PI4KA	ADH7
PI4KA	TYMP
PI4KA	IVL
PI4KA	HAL
PI4KA	FLG
PI4KA	CDSN
PI4KA	UBR4
PI4KA	SERPINA12
PI4KA	RNASE7
PI4KA	SBSN
PI4KA	NEFH
PI4KA	S100A9
PI4KA	CALML3
PI4KA	NCCRP1
PI4KA	DSG1
PI4KA	TGM1
PI4KA	SERPINB13
PI4KA	DSC2
PI4KA	EVPL
PI4KA	DUSP14
PI4KA	LOR
FXYD7	SGTA
FXYD7	APPBP2
SDC3	KRTAP5-9
SDC3	KRTAP2-3
SDC3	KRTAP4-2
SDC3	KRTAP2-4
SDC3	FGF2
SDC3	PTN
SDC3	CUX1
SDC3	LCE3D
SDC3	SLC35A1
SDC3	KRTAP1-1
SDC3	PLN
SDC3	KRTAP1-3
SDC3	SMIM1
SDC3	KRTAP9-2
SDC3	KRTAP5-7
FOXN4	FHL3
FOXN4	AMY1C
FOXN4	GABARAP
SLC6A20	NBPF19
SLC6A20	KRTAP10-1
SLC6A20	KRTAP10-5
SLC6A20	KRTAP10-7
SLC6A20	KRTAP10-8
SLC6A20	KRTAP10-9
SLC6A20	ADAMTSL4
SLC6A20	NOTCH2NL
SLC6A20	KRTAP1-1
SLC6A20	CYSRT1
DTWD2	TUBB8
DTWD2	POLE
DTWD2	PEX1
DTWD2	PCDH7
DTWD2	PC
DTWD2	MFAP3
DTWD2	FREM2
DTWD2	FAT3
DTWD2	ERBB2
DTWD2	CELSR2
DTWD2	CBWD1
DTWD2	NOCT
CARD18	CASP1
CARD18	CASP5
CARD18	NLRP1
CARD18	PYCARD
CARD18	CARD8
CARD18	NLRC4
CARD18	NLRP2
NDUFA4	PARK7
HEXB	BNIP2
HEXB	EZR
HEXB	FH
HEXB	GTF3C4
HEXB	HK1
HEXB	HK2
HEXB	IPO5
HEXB	IPO9
HEXB	PDCD10
HEXB	PLPBP
HEXB	RPL22
HEXB	TUFM
HEXB	STIM1
HEXB	STIM2
HEXB	EIF2D
HEXB	HOXA1
HEXB	FAM210B
HEXB	TMEM14B
KCNJ10	SIAH1
KCNJ10	YTHDF1
KCNJ10	TTC1
KCNJ10	TMED8
KCNJ10	SEC24B
KCNJ10	SEC24A
KCNJ10	SEC23B
KCNJ10	HSPA8
KCNJ10	DYNLL1
KCNJ10	COPG1
KCNJ10	COPB2
KCNJ10	BAG1
KCNJ10	ADO
KCNJ10	HSPA4
KCNJ10	KCNJ16
PPID	TRIM27
PPID	HPRT1
PPID	PSAT1
PPID	HAP1
PPID	KAT7
PPID	PSMD12
PPID	SF1
PPID	PKM
PPID	UROD
KLRG2	FGFRL1
KLRG2	EPHB1
KLRG2	ZDHHC6
KLRG2	LTBP1
KLRG2	WNT11
KLRG2	F5
KLRG2	APBA2
KLRG2	STBD1
KLRG2	WNT5B
KLRG2	UBA52
KLRG2	LRRC4B
KLRG2	PRSS23
KLRG2	TNFSF9
KLRG2	PPP3CC
KLRG2	PPP3R1
KLRG2	ST6GALNAC3
KLRG2	PTPRS
KLRG2	EPHB4
KLRG2	STK39
KLRG2	FNDC3B
KLRG2	TNKS
KLRG2	TIMP3
KLRG2	FAM171A2
KLRG2	PPP3CB
KLRG2	TMEM192
KLRG2	EMILIN3
KLRG2	CD47
KLRG2	EGFL7
KLRG2	ST6GALNAC4
KLRG2	AURKA
KLRG2	EPHA4
KLRG2	COLEC12
KLRG2	ZDHHC18
KLRG2	UBXN1
KLRG2	POM121
KLRG2	GXYLT2
KLRG2	PPP3CA
KLRG2	TOR1B
MDFI	MYF5
MDFI	MYOG
MDFI	MYOD1
MDFI	ZNF439
MDFI	AQP1
MDFI	TTC25
MDFI	KANSL1
MDFI	ATP6V0C
MDFI	WDFY3
MDFI	ABHD17A
MDFI	GATA1
MDFI	GLRX3
MDFI	PRPF31
MDFI	BCL6
MDFI	TRPC1
MDFI	PTK7
MDFI	SMYD1
MDFI	HPCAL1
MDFI	PKD2
MDFI	DNMT3A
MDFI	MXI1
MDFI	PDS5A
MDFI	TSFM
MDFI	ARMC7
MDFI	FEZF1
MDFI	CRACR2A
MDFI	RHOXF2
MDFI	ITGB4
MDFI	HAPLN2
MDFI	BEX2
MDFI	ZNF414
MDFI	RAC1
MDFI	TACO1
MDFI	TOR1A
MDFI	AEBP2
MDFI	SUOX
MDFI	PELI2
MDFI	NKD1
MDFI	SLC13A5
MDFI	CBX8
MDFI	C1orf216
MDFI	DCAF6
MDFI	FARS2
MDFI	DOK3
MDFI	CRH
MDFI	CSNK1G3
MDFI	BAG3
MDFI	ZNF837
MDFI	HHEX
MDFI	ODF1
MDFI	FAM161B
MDFI	RNF111
MDFI	LCE2B
MDFI	ZDHHC1
MDFI	ZNF221
MDFI	GNE
MDFI	BCL6B
MDFI	TEDC2
MDFI	CTRC
MDFI	SCNM1
MDFI	LCE3D
MDFI	C4orf45
MDFI	CDC20B
MDFI	ZNF12
MDFI	MAGEC3
MDFI	PRPF18
MDFI	VSTM4
MDFI	NSD1
MDFI	POLL
MDFI	BEX3
MDFI	CHP2
MDFI	GREM1
MDFI	ZNF23
MDFI	FAM129C
MDFI	VASN
MDFI	ZBBX
MDFI	FOXD4
MDFI	SPATA24
MDFI	ZNF524
MDFI	FAM90A1
MDFI	LCE1D
MDFI	AGXT
MDFI	EFEMP2
MDFI	FADS6
MDFI	ZNF497
MDFI	RIN1
MDFI	TSGA10IP
MDFI	CBLL2
MDFI	KLHL38
MDFI	ZNF613
MDFI	MYPOP
MDFI	ZNF575
MDFI	TCEANC
MDFI	SHMT1
MDFI	ZNF491
MDFI	HASPIN
MDFI	ODF3B
MDFI	TSPYL6
MDFI	SNX18
MDFI	ZBTB42
MDFI	ZNF784
MDFI	ZNF648
MDFI	TH
MDFI	ZNF572
MDFI	TMIE
MDFI	PRR34
MDFI	ZNF662
MDFI	ZNF438
MDFI	ADRA2C
MDFI	FOXD4L1
MDFI	ZNF479
MDFI	ZNF696
MDFI	LCE3A
MDFI	SAPCD2
MDFI	LCE1A
MDFI	BCAM
MDFI	FOXD4L3
MDFI	DNAJB13
MDFI	GABRD
MDFI	ZNF669
MDFI	TCTEX1D4
MDFI	FAM120AOS
MDFI	KRT77
MDFI	TSPYL1
MDFI	ZNF512B
MDFI	CHRNG
MDFI	ZNF441
MDFI	ZNF785
MDFI	ZNF786
MDFI	PDGFA
MDFI	HHLA3
MDFI	ZNF461
MDFI	SPRED2
MDFI	SELENOM
MDFI	GPANK1
MDFI	VGLL3
MDFI	ZNF580
MDFI	TSPAN4
MDFI	IFRD2
MDFI	NPEPL1
MDFI	CCNL2
MDFI	SCAMP4
MDFI	MBD3L2
MDFI	LCE1F
MDFI	KCTD7
MDFI	LCE3C
MDFI	CCDC187
MDFI	TBC1D3G
MDFI	SPON1
MDFI	ZIM2
MDFI	SOCS7
MDFI	TBC1D3B
COX17	CHCHD4
COX17	KATNAL1
COX17	UNC119
COX17	LRIF1
COX17	ERG28
COX17	EEF1A1
COX17	TP53
COX17	COPS6
COX17	RBM48
COX17	PPBP
COX17	TBCA
COX17	MIF
COX17	TALDO1
COX17	SCYL2
COX17	KRTAP10-8
NDUFA7	MDFI
NDUFA7	RPL38
NDUFA7	TIMM44
NDUFA7	RRBP1
NDUFA7	PIN1
NDUFA7	SBDS
NDUFA7	RAB8A
NDUFA7	PDLIM5
NDUFA7	RBM27
NDUFA7	MRRF
NDUFA7	TAGLN
NDUFA7	PIN4
NDUFA7	RANGAP1
NDUFA7	UBL4A
NDUFA7	PDLIM7
NDUFA7	TPX2
NDUFA7	UBE2L3
NDUFA7	SNX3
NDUFA7	ECI2
NDUFA7	RIDA
NDUFA7	RBMS1
NDUFA7	SUGP1
NDUFA7	QKI
NDUFA7	PQBP1
NDUFA7	PCLAF
NDUFA7	RPS10P5
NDUFA7	TBL2
NDUFA7	RFX5
NDUFA7	STX7
NDUFA7	MPLKIP
NDUFA7	SNRPC
NDUFA7	SCO2
NDUFA7	NABP2
NDUFA7	MRPS28
NDUFA7	ZC3H11A
NDUFA7	MRPL14
NDUFA7	OLA1
NDUFA7	SRRM2
NDUFA7	TOMM40
NDUFA7	RPS28
NDUFA7	UBE2I
NDUFA7	GATAD2B
NDUFA7	UBE4B
NDUFA7	VDAC3
NDUFA7	SCP2
NDUFA7	ACAA1
NDUFA7	NUP214
NDUFA7	PRKAB1
NDUFA7	ELAC2
NDUFA7	STARD9
EIF1	EIF2D
EIF1	EIF3G
EIF1	BNIP1
EIF1	EIF3A
DSCAM	PAK1
IGF2BP1	IGF2BP2
IGF2BP1	IGF2BP3
IGF2BP1	RPL37A
IGF2BP1	RAB2A
IGF2BP1	BTRC
BTN1A1	MOSPD2
CCKAR	GNAQ
CCKAR	CCKBR
ABHD6	TVP23B
ABHD6	RTP2
ABHD6	FIS1
ABHD6	SCAMP4
DTX3	RNF114
DTX3	NMD3
DTX3	NDUFS6
DTX3	NARFL
DTX3	MAPK9
DTX3	ITSN1
DTX3	FARSB
DTX3	CHFR
DTX3	NDUFAF5
DTX3	GDA
DTX3	EPM2AIP1
ZNF431	TYRP1
ZNF431	ICAM3
COQ8A	RABAC1
COQ8A	AGTRAP
COQ8A	TMEM239
COQ8A	TMEM159
COQ8A	REEP6
COQ8A	TFIP11
COQ8A	COQ5
COQ8A	DOK2
COQ8A	GAPDHS
COQ8A	CMTM5
COQ8A	PBX3
COQ8A	ORMDL3
COQ8A	RPRM
COQ8A	CMTM4
COQ8A	TMCO2
COQ8A	MRM1
CENPT	DHX29
CENPT	PPCDC
ZCCHC13	SIAH1
ZCCHC13	ZNF250
PTN	CHD3
PTN	ACTB
PTN	ALK
PTN	PTPRZ1
PTN	ASPH
FOXO1	NCOR2
FOXO1	SIRT1
FOXO1	IGFBP1
FOXO1	SMAD4
FOXO1	MAML1
FOXO1	PPARG
FOXO1	TRIM63
FOXO1	KLF4
FOXO1	NOXA1
FOXO1	G6PC
FOXO1	CDKN1A
FOXO1	ATG7
FOXO1	BCL2L11
FOXO1	ATG14
FOXO1	PDGFRA
EFHD1	TCHH
EFHD1	KRT33B
BMP5	HBB
BMP5	VWA8
BMP5	ANKRD46
BMP5	BMPR1A
NUP35	ATP23
NUP35	MAD1L1
NUP35	NDC1
IL12A	IL12B
IL12A	SPDL1
IL12A	F11R
